,Team,name,pos_keep,predicted_points
3441,NYJ,R.Anderson,WR,83.32913892013089
3442,NYJ,C.Peake,WR,23.071639172836434
3443,NYJ,E.Tomlinson,TE,31.63660772274322
3444,NYJ,E.McGuire,RB,54.99918946498913
3445,BUF,J.Kerley,WR,42.1609341142705
3446,JAX,D.Moncrief,WR,28.578082658196294
3447,IND,R.Turbin,RB,23.658388509325086
3448,IND,T.Hilton,WR,96.10504464579483
3449,IND,J.Doyle,TE,63.96580209613861
3450,IND,C.Rogers,WR,48.71468694442113
3451,IND,J.Brissett,QB,119.41931983146642
3452,IND,M.Mack,RB,71.2389791094533
3453,PHI,K.Aiken,WR,34.654693765108185
3454,MIA,F.Gore,RB,112.19718018715636
3455,JAX,C.Hyde,RB,71.949118015435
3456,MIN,A.Robinson,WR,29.92599366065657
3457,SF,P.Garcon,WR,68.33733469728247
3458,SF,G.Celek,TE,41.2138160954296
3459,SF,K.Juszczyk,RB,31.650800889686607
3460,SF,M.Goodwin,WR,70.20968572714744
3461,SF,J.Garoppolo,QB,57.15966896794512
3462,SF,R.Mostert,RB,16.551395369506324
3463,SF,G.Kittle,TE,55.4147577189242
3464,SF,T.Taylor,WR,49.64359200596151
3465,SF,K.Bourne,WR,42.20772161970303
3466,SF,M.Breida,RB,61.7223870470575
3467,SF,C.Beathard,QB,68.4533293919142
3468,MIN,A.Abdullah,RB,55.57302467818749
3469,NO,D.Washington,RB,42.03821798443056
3470,DET,M.Stafford,QB,188.2809223300439
3471,DET,N.Bellore,RB,18.320698935298353
3472,DET,M.Jones,WR,83.45404801700326
3473,DET,T.Riddick,RB,64.67369369040699
3474,DET,T.Jones,WR,45.03588410073934
3475,DET,Z.Zenner,RB,28.463790428428343
3476,DET,M.Roberts,TE,26.267678392313723
3477,DET,K.Golladay,WR,60.88855306784119
3478,IND,E.Ebron,TE,57.15801852567854
3479,CLE,D.Fells,TE,31.071309639303266
3480,PHI,G.Tate,WR,89.1721926223299
3481,ATL,B.Hill,RB,42.819926433603285
3482,IND,R.Hewitt,TE,27.988907011527118
3483,OAK,B.LaFell,WR,67.86007799764297
3484,OAK,A.McCarron,QB,30.258997733784604
3485,CIN,A.Green,WR,139.2963336413035
3486,CIN,A.Dalton,QB,133.38912820127047
3487,CIN,G.Bernard,RB,76.93326197719868
3488,CIN,T.Eifert,TE,40.670994181329306
3489,CIN,C.Uzomah,TE,37.782405532486024
3490,CIN,T.Kroft,TE,57.28926043544422
3491,CIN,A.Erickson,WR,34.786158860061526
3492,CIN,T.Boyd,WR,48.51690775264362
3493,CIN,J.Ross,WR,32.81745874349134
3494,CIN,J.Malone,WR,33.46916258967815
3495,CIN,J.Mixon,RB,99.2050510593348
3496,NE,J.Hill,RB,38.7338958649422
3497,DAL,C.Beasley,WR,49.49610548372835
3498,DAL,T.Williams,WR,51.34074255471415
3499,DAL,R.Smith,RB,64.74374482566517
3500,DAL,G.Swaim,TE,36.33323093802697
3501,DAL,E.Elliott,RB,139.99039691054017
3502,DAL,D.Prescott,QB,133.31469244118773
3503,DAL,N.Brown,WR,34.09314800190502
3504,OAK,K.Smith,RB,34.64851490087875
3505,MIA,B.Butler,WR,36.490588338812
3506,SF,A.Morris,RB,43.28769276795346
3507,PIT,R.Switzer,WR,31.492156576486423
3508,KC,Dam. Williams,RB,38.6751199355246
3509,CLE,J.Landry,WR,91.71864253049337
3510,MIA,K.Stills,WR,59.02067120345844
3511,MIA,S.Perry,RB,15.61380573583805
3512,MIA,D.Parker,WR,58.36318680579844
3513,MIA,A.Derby,TE,36.392987996414305
3514,MIA,J.Grant,WR,25.41965191916727
3515,MIA,L.Carroo,WR,28.34356628073926
3516,MIA,K.Drake,RB,63.87392388848361
3517,OAK,D.Martin,RB,73.11046723584391
3518,TB,R.Fitzpatrick,QB,91.83858858269022
3519,TB,D.Jackson,WR,102.8980281304747
3520,TB,J.Rodgers,RB,28.07456807875952
3521,TB,C.Brate,TE,56.699376334837545
3522,TB,M.Evans,WR,88.70033311720715
3523,TB,J.Winston,QB,113.81406446964081
3524,TB,A.Humphries,WR,62.268265949720785
